,Program_Description,Function_Description,Fund_Description,Location_Description,total_budget,total_fte,num_records
1524,Other,Other,Permanent Improvement,FACILITIES OFFICE,72429.17,1.0,1
1525,Other,Other,Permanent Improvement,SUPERINTENDENT'S DEPARTMENT,143930.94,1.0,1
1526,Other,Other,Permanent Improvement,TREASURY DEPARTMENT,60356.55,1.0,1
1527,Other,Other,Permanent Improvement,,19460018.73,0.0,255
1528,Other,Other,Pre-Kindergarten (Lottery),ADMIN. SERVICES,150906.33,2.0,103
1529,Other,Other,Pre-Kindergarten (Lottery),,4315205.3887039,153.0,153
1530,Other,Other,Principal Accounts-Activity Funds,ADMIN. SERVICES,16366566.74,0.0,1
1531,Other,Other,Principal Accounts-Governmental Funds,ADMIN. SERVICES,2855072.08,0.0,1
1532,Other,Other,Public School Preschool,EN OTH CERTIFICATED PERSON,101689.594016,1.0,1
1533,Other,Other,Public School Preschool,IN CLASSIFIED SLRY/HRLY/DA,46467.5567377,1.0,1
1534,Other,Other,Public School Preschool,,39918.63,0.0,11
1535,Other,Other,Public School Support,,289028.2,0.0,124
1536,Other,Other,RESERVED FOR K-12 GRANTS FROM SOURCES OTHER THAN STATE OR FEDERAL,ADMIN. SERVICES,179470.72999999998,1.25,65
1537,Other,Other,RESERVED FOR K-12 GRANTS FROM SOURCES OTHER THAN STATE OR FEDERAL,PROF. LEARNING,19796.59,0.0,6
1538,Other,Other,RESERVED FOR K-12 GRANTS FROM SOURCES OTHER THAN STATE OR FEDERAL,,46791.294,0.6,3
1539,Other,Other,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,ADMIN. SERVICES,1257934.7051,3.43,429
1540,Other,Other,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,PROF. LEARNING,741.92,0.0,1
1541,Other,Other,RESERVED FOR NON DOE DIRECT FEDERAL FUNDS FOR K-12,,173077.55,1.0,86
1542,Other,Other,Race to the Top,CHIEF ACADEMIC OFFICER,51077.685643,0.5,1
1543,Other,Other,Race to the Top,ES OTH CERTIFICATED PERSON,106759.976894,1.0,1
1544,Other,Other,Race to the Top,HUMAN RESOURCES DEPARTMENT,99221.4334784,1.0,1
1545,Other,Other,Race to the Top,SR CLASSIFIED SLRY/HRLY/DA,918100.2424139,14.0,14
1546,Other,Other,Race to the Top,SUPERINTENDENT'S DEPARTMENT,185580.1884848,2.0,2
1547,Other,Other,Race to the Top,,11806002.1387796,1.0,149
1548,Other,Other,Refugee Children School Impact Act,,39811.94,0.0,70
1549,Other,Other,SALES TAX                     ,DISTRICT-WIDE PROGRAMS        ,9604255.24,0.0,1
1550,Other,Other,SALES TAX REVENUE BONDS       ,DISTRICT-WIDE PROGRAMS        ,2183807.74,0.0,9
1551,Other,Other,SELF-FUNDED HEALTH INSURANCE  ,DISTRICT-WIDE PROGRAMS        ,30870807.67,0.0,4
1552,Other,Other,SELF-FUNDED HEALTH INSURANCE  ,RISK MANAGEMENT               ,99891.2920269,3.0,6
1553,Other,Other,SELF-FUNDED HEALTH INSURANCE  ,WELLNESS CENTER,1419463.84,0.0,40
1554,Other,Other,SPECIAL ACT BONDS             ,FINANCE & PAYROLL             ,1042935.24,0.0,1
1555,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,"FIXED COSTS (RENT, WATER, UTILITIES)",119590.56,0.0,1
1556,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,FOOD SERVICES DIVISION,874635.44,0.0,2
1557,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,OFFICE OF COMMUNITY & EDUCATION PROGRAMS,249999.47,0.0,2
1558,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,OFFICE OF FACILITIES MANAGEMENT,0.88,0.0,2
1559,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,OFFICE OF INFORMATION TECHNOLOGY,7588625.92,0.0,3
1560,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,REALTY,226924.62,0.0,1
1561,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,SCHOOL OPERATIONS,637546.72,0.0,1
1562,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,SECURITY,231355.3,0.0,1
1563,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,TEMPORARY SCHOOL-ELEM,0.04999999999999999,0.0,2
1564,Other,Other,SPECIAL PURPOSE REVENUE FUNDS,,-0.11,0.0,3
1565,Other,Other,STATE GRANT                   ,FINANCE & PAYROLL             ,73.92,0.0,1
1566,Other,Other,STATE GRANT                   ,PUBLIC SAFETY COMPLEX CHARTER ,50967.719999999994,0.0,5
1567,Other,Other,STATE GRANT                   ,STUDENT SERVICES              ,3923.17952692,0.147467294277,1
1568,Other,Other,STATE GRANT                   ,School ,20739.06051399,0.594778879822,3
1569,Other,Other,STATE GRANT                   ,TECHNICAL CHARTER,77662.0,0.0,2
1570,Other,Other,School Building Assistance Limited,,0.020000000378786353,0.0,18
1571,Other,Other,School Federal Projects,Central Office,1668895.317628361,19.737465592891,42
1572,Other,Other,School Federal Projects,District Wide Resources,16877534.557448626,98.76885158671223,989
1573,Other,Other,School Federal Projects,,25780251.351706732,739.8490893124518,4686
1574,Other,Other,School Net Professional Development,,39.970000000000596,0.0,13
1575,Other,Other,School Nutrition Service Fund,ADMIN. SERVICES,4559607.5,6.84,185
1576,Other,Other,School Nutrition Service Fund,Consolidated School Nutrition,2093146.8940307,36.7,41
1577,Other,Other,School Nutrition Service Fund,Transportation,22564.2,0.73,1
1578,Other,Other,School Nutrition Service Fund,,28701133.0407772,517.07,2446
1579,Other,Other,School Projects,Central Office,213667.27295080002,3.140957038912,6
1580,Other,Other,School Projects,District Wide Resources,4750226.509716444,33.48227215491,206
1581,Other,Other,School Projects,,345259.8481501917,2.139542777125,181
1582,Other,Other,School to Work,,978.0000000002813,0.0,138
1583,Other,Other,Schoolwide Schools,,3404814.54375769,99.2,985
1584,Other,Other,Special Education,ADMIN. SERVICES,2434211.795,7.0,370
1585,Other,Other,Special Education,NORTH METRO,522984.13840560004,17.0,17
1586,Other,Other,Special Education,SOUTH METRO,483031.5078737,18.0,18
1587,Other,Other,Special Education,,16720951.443367502,556.1999999999999,562
1588,Other,Other,Special Trust,CHIEF ACADEMIC OFFICER,101329.08,2.0,2
1589,Other,Other,Special Trust,GENERAL EDUCATION DIVISION,29927.95,1.0,1
1590,Other,Other,Special Trust,OFFICE OF INNOVATION,104157.44,1.0,2
1591,Other,Other,Special Trust,SR CLASSIFIED SLRY/HRLY/DA,28445.21,1.0,1
1592,Other,Other,Special Trust,SUPERINTENDENT'S DEPARTMENT,210703.925,2.5,5
1593,Other,Other,Special Trust,TREASURY DEPARTMENT,160000.19,2.0,2
1594,Other,Other,Special Trust,,13798333.6672133,3.0,6661
1595,Other,Other,State or Local Funds,,441643.5689,7.28088,26
1596,Other,Other,Student Managed Activity,,404566.82,0.0,110
1597,Other,Other,TARGETED ARRA STIMULUS FUNDS  ,EXEC DIR INFO/INSTRUC TECH SER,25443.25,0.0,3
1598,Other,Other,TARGETED ARRA STIMULUS FUNDS  ,FED COMPENSATORY ED PROG      ,82215.12101460001,1.521549825835,36
1599,Other,Other,TARGETED ARRA STIMULUS FUNDS  ,School ,654026.44985266,4.9673288065831,156
1600,Other,Other,TITLE III,ADMIN. SERVICES,318695.95,2.0,104
1601,Other,Other,TITLE III,,236727.28,3.0,4
1602,Other,Other,TITLE IV,ADMIN. SERVICES,5046.0700000000015,0.0,1
1603,Other,Other,TRUST FUND   ,School ,3599.73,0.0,1
1604,Other,Other,Title  School Improvement Stimulus A,,203069.53999999992,0.0,141
1605,Other,Other,Title  School Improvement Stimulus G,CHIEF ACADEMIC OFFICER,774863.37566899,8.0,66
1606,Other,Other,Title  School Improvement Stimulus G,EN CLASSIFIED SLRY/HRLY/DA,394685.3094801,8.0,13
1607,Other,Other,Title  School Improvement Stimulus G,EN OTH CERTIFICATED PERSON,759878.759921,7.0,11
1608,Other,Other,Title  School Improvement Stimulus G,EN PRINCIPALS,230107.479174,2.0,2
1609,Other,Other,Title  School Improvement Stimulus G,ES OTH CERTIFICATED PERSON,104261.479554,1.0,1
1610,Other,Other,Title  School Improvement Stimulus G,GENERAL EDUCATION DIVISION,124500.3026455,2.0,20
1611,Other,Other,Title  School Improvement Stimulus G,IN OTH CERTIFICATED PERSON,105523.657817,1.0,1
1612,Other,Other,Title  School Improvement Stimulus G,SR OTH CERTIFICATED PERSON,629859.0603743,6.0,6
1613,Other,Other,Title  School Improvement Stimulus G,,6942374.163707,1.0,1022
1614,Other,Other,Title I,ADMIN. SERVICES,9107499.487715,79.5,540
1615,Other,Other,Title I,,5121069.7703493,63.8,654
1616,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,BUDGET DIVISION,190879.0861147,2.35,3
1617,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,CHIEF ACADEMIC OFFICER,962415.5538943,10.8103,11
1618,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,COMPENSATORY EDUCATION DIV,932204.0999148,15.0,16
1619,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,EN OTH CERTIFICATED PERSON,9221214.222799301,93.0,99
1620,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,ES OTH CERTIFICATED PERSON,4120101.2148086997,41.0,42
1621,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,GENERAL EDUCATION DIVISION,377814.9995614,5.0,5
1622,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,IN CLASSIFIED SLRY/HRLY/DA,38330.5074639,1.0,1
1623,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,IN OTH CERTIFICATED PERSON,3512716.8146612,35.0,35
1624,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,NON-PUBLIC SCHOOLS OFFICE,175954.43,2.4,3
1625,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,PSYCHOLOGICAL SERVICES OFF,108880.75558599998,1.0,1
1626,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,PURCHASING DIVISION,56347.3041015,1.0,1
1627,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,SCHOOL IMPROVEMENT CENTER,3417030.416889,34.0,34
1628,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,SR OTH CERTIFICATED PERSON,4228711.4100009,44.0,45
1629,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,SUPERINTENDENT'S DEPARTMENT,308967.3242175,5.0,5
1630,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,TREASURY DEPARTMENT,73059.2560835,1.0,1
1631,Other,Other,Title I - Disadvantaged Children/Targeted Assistance,,24654894.821847897,7.0,20667
1632,Other,Other,Title I Priority Schools Grant Program,School ,2015053.4621514,2.0,4
1633,Other,Other,Title I- Part A,Primary Center,-0.75,0.0,3
1634,Other,Other,Title I- Part A,School ,934340.3636953,19.5,88
1635,Other,Other,Title I- Part A,,31799054.25,0.0,2
1636,Other,Other,Title I- Part D ,,363730.42,0.0,2
1637,Other,Other,Title II,ADMIN. SERVICES,976123.4261292,5.0,49
1638,Other,Other,Title II,PROF. LEARNING,735528.9500000001,1.0,318
1639,Other,Other,Title II,,123732.12,1.0,58
1640,Other,Other,Title II D - Technology,,103.1200000000116,0.0,6
1641,Other,Other,Title III - Limited English Proficiency,BILINGUAL/MULTICULTURAL OF,48522.4254796,1.0,1
1642,Other,Other,Title III - Limited English Proficiency,CHIEF ACADEMIC OFFICER,220682.1082755,3.0,3
1643,Other,Other,Title III - Limited English Proficiency,ES CLASSIFIED SLRY/HRLY/DA,48522.4854796,1.0,1
1644,Other,Other,Title III - Limited English Proficiency,,212026.38000000012,0.0,228
1645,Other,Other,"Title III, Part A-LEP, English Language Acquisition & Language Enhancement",,2321953.47,0.0,1
1646,Other,Other,Title III-B Homeless children,,162500.44,0.0,2
1647,Other,Other,Title Iii Part A - Lep,Administration - No Description Provided,6664.09040660086,0.15,32
1648,Other,Other,Trust And Agency Funds,ADMIN. SERVICES,477482.83999999997,6.0,6
1649,Other,Other,Visually Impaired,,26000.02,0.0,1
1650,Other,Other,Voc Ed- Basic Grant,School to Work,0.53,0.0,3
1651,Other,Other,Voc Ed- Basic Grant,,1051743.52,0.0,2
1652,Other,Other,Vocational Basic Ed.,Unallocated,17915.82,0.0,3
1653,Other,Other,Vocational Basic Ed.,Undistributed,23724.26,0.0,1
1654,Other,Other,Vocational Education Enhancement,,24967.379999999997,0.0,6
1655,Other,Other,Vocational Education-Federal Funded,ADMIN. SERVICES,317637.986,0.3,143
1656,Other,Other,Vocational Education-Federal Funded,,327302.34,0.0,236
1657,Other,Other,Vocational Education: Carl D. Perkins Vocational Education Act of ,CHIEF ACADEMIC OFFICER,604086.6775123001,7.0,7
1658,Other,Other,Vocational Education: Carl D. Perkins Vocational Education Act of ,SYSTEMS ANALYSIS SECTION,9080.95017843,0.11,1
1659,Other,Other,Vocational Education: Carl D. Perkins Vocational Education Act of ,,1450969.9196453998,2.0,385
1660,Other,Other,,"ACCOUNTABILITY, TESTING, RESEARCH & EVAL",672088.0293784,7.0,7
1661,Other,Other,,ADMIN. SERVICES,637858.810455,10.5,89
1662,Other,Other,,ADMISSIONS AND STUDENT RECORDS,21408.640607200003,0.1287800326958,55
1663,Other,Other,,ADVANCED PROGRAMS,568953.0491591,6.0,6
1664,Other,Other,,ALL CITY ATH FIELD - SOUTH,471678.41000000003,0.0,2
1665,Other,Other,,ALL SCHOOLS-UNDISTRIBUTED,1448939.6941596377,1.85031789897201,85
1666,Other,Other,,ALL SECONDARY SCHOOLS,396528.01,0.0,3
1667,Other,Other,,ALTERNATIVE ED / CONSTITUENCY,70889.6360347,0.9166880146759999,12
1668,Other,Other,,ARTS CENTER,1701296.6450870999,28.25,38
1669,Other,Other,,ASSESSMENT & RESEARCH,2157428.203365184,19.864109687656434,380
1670,Other,Other,,ATHLETICS,1771620.9363511,18.0,18
1671,Other,Other,,ATHLETICS & STUDENT ACTIVITIES,349999.22,0.0,1
1672,Other,Other,,BOARD OF EDUCATION,218847.09713719998,1.0,47
1673,Other,Other,,BUDGETARY SERVICES,75520.901321,1.0000207555,7
1674,Other,Other,,CENTRAL ADMINISTRATION SCHOOL - SHS,822005.197481,8.71,9
1675,Other,Other,,CENTRAL OFFICE SUPPORT,1927770.4593657,20.875,21
1676,Other,Other,,CHARTER SCHOOL,469855.04000000004,0.0,9
1677,Other,Other,,CHIEF ACADEMIC OFFICER,70836.35693402501,0.00915948275862,8
1678,Other,Other,,CHIEF OF DATA AND ACCOUNTABILITY,801089.3926307,9.0,9
1679,Other,Other,,CHIEF OF SCHOOLS,1324966.95112354,14.384,16
1680,Other,Other,,CHIEF OF TEACHING & LEARNING,203294.56997269997,2.0,2
1681,Other,Other,,CHIEF OPERATING OFFICER,4418212.688486426,30.49899498013029,424
1682,Other,Other,,COMMUNITY EDUCATION,16155.08,0.0,25
1683,Other,Other,,COMPLIANCE DIVISION,517534.4924897,6.0,6
1684,Other,Other,,CONSTRUCTION SERVICES,4101594.119525447,47.1681464476695,665
1685,Other,Other,,CRITICAL RESPONSE TEAM,235103.00967970002,5.0,5
1686,Other,Other,,CUSTOMER RELATIONS MANAGEMENT,88590.8973573,0.99323354547,5
1687,Other,Other,,Consolidated School Nutrition,22574.510000000002,0.733,2
1688,Other,Other,,DEPARTMENT OF TECHNOLOGY SERVI,3440549.7601206405,0.713782898413,37
1689,Other,Other,,DIFFERENTIATED INSTRUCTION,128913.546463,1.0,1
1690,Other,Other,,DISBURSING,2310672.19,0.0,2
1691,Other,Other,,DISTRICT COMMUNITY RELATIONS,512668.97174218995,3.6285477658233996,64
1692,Other,Other,,DISTRICT WIDE ORGANIZATION UNI,145137469.97,0.0,22
1693,Other,Other,,EARLY CHILD ED & HEADSTART (ADMIN PRG),767532.0519798,9.0,18
1694,Other,Other,,EARLY CHILDHOOD ED AND HEAD START,6957012.391923251,119.595,223
1695,Other,Other,,EARLY CHILDHOOD EDUCATION,876244.1577712448,9.89562457897784,339
1696,Other,Other,,EARLY STAGES,5658619.1887305295,81.19200000000001,164
1697,Other,Other,,ED RESOURCE SERVICES,251454.7612391972,0.10937274220027,8
1698,Other,Other,,EDUCATIONAL SERVICES,60592.091421177,0.37613062058678004,7
1699,Other,Other,,ELEMENTARY EDUCATION,635751.4914984601,0.150793650794,33
1700,Other,Other,,EMPLOYEE BENEFITS,653093.299114992,7.8018269179796,56
1701,Other,Other,,EMPLOYEE RELATIONS,124297.94,0.0,1
1702,Other,Other,,ENGLISH FOR SPEAKERS OF OTHER,20627.22899893,0.18875498002649987,9
1703,Other,Other,,FACILITY SERVICES,1618386.6590473002,0.25000529835,66
1704,Other,Other,,FAMILY & COMMUNITY ENGAGEMENT,582004.6185884,8.0,8
1705,Other,Other,,FEDERAL PROGRAMS-ADMIN,10713.59857965,0.198074074074,6
1706,Other,Other,,FEDERAL PROGRAMS/EXTERNAL RESO,1825096.8209836006,6.02871153605195,295
1707,Other,Other,,FOOD AND NUTRITION SERVICES,209716.84843309998,0.916681844325,13
1708,Other,Other,,FOOD SERVICES DIVISION,839829.0519071,11.0,11
1709,Other,Other,,GARAGE,5167.34,0.0,3
1710,Other,Other,,GARAGE ANNEX,9429.24,0.0,2
1711,Other,Other,,GENERAL LEDGER ACCOUNTING,581742.21637227,7.5196383072101,56
1712,Other,Other,,GIFTED AND TALENTED,1024751.890076698,11.714280825181978,139
1713,Other,Other,,GUIDANCE AND COUNSELING,191161.2174901,2.0,2
1714,Other,Other,,HIGH SCHOOL EDUCATION,1652144.700911155,1.5042674190034797,98
1715,Other,Other,,HUMAN CAPITAL,5121620.5827505,55.0,55
1716,Other,Other,,HUMAN CAPITAL LEADERSHIP,166860.220921,1.0,1
1717,Other,Other,,HUMAN RESOURCES,504695.63887480006,3.9237639054919997,23
1718,Other,Other,,HUMANITIES,678015.4523790901,6.3965202392183,51
1719,Other,Other,,INCLUSIVE ACADEMIC PROGRAMS,2109729.0408516,25.0,25
1720,Other,Other,,INSTRUCTIONAL NETWORKS,44593.4621081,0.499999112564,4
1721,Other,Other,,INSTRUCTIONAL SUPERINTENDENTS,3205505.94668,27.0,27
1722,Other,Other,,INTENTIONAL SCHOOL CULTURE,38868.85,0.0,2
1723,Other,Other,,INTERAGY COLL & SVC INTER COMM,137763.26225600002,2.0,2
1724,Other,Other,,INTERDISCIPLINARY,1157671.171044924,7.03606204881077,135
1725,Other,Other,,INTERNATIONAL PROGRAMS,0.0,1.0,1
1726,Other,Other,,IST - SYSTEMS SUPPORT,945112.439570783,3.61653416060183,57
1727,Other,Other,,JROTC,277911.01676160004,4.0,8
1728,Other,Other,,"KIDS, INC",61658.2797713,0.9945964704,6
1729,Other,Other,,LANGUAGE SCHOOL,300.46,0.0,1
1730,Other,Other,,LEADERSHIP DEVELOPMENT,287615.336067333,1.7941812309346798,46
1731,Other,Other,,LIBRARY MEDIA SERVICES,94673.0943872,1.0,1
1732,Other,Other,,LOGISTICS,787915.4846718,12.0,12
1733,Other,Other,,MAINTENANCE,91820.76578315001,0.8598124262903,21
1734,Other,Other,,MANUAL COMPLEX,2590328.88,0.0,7
1735,Other,Other,,MATERIALS MANAGEMENT,95825.98,0.0,2
1736,Other,Other,,MATH / SCIENCE,737970.14850245,7.7178835236348,180
1737,Other,Other,,MIDDLE SCHOOL EDUCATION,399916.50143999996,0.0,473
1738,Other,Other,,MULTILINGUAL OUTREACH,326321.72258895,3.9166140012922996,76
1739,Other,Other,,NON - PUBLIC PLACEMENT,957551.7188138,12.0,12
1740,Other,Other,,NORTH METRO,8046.84,0.0,4
1741,Other,Other,,OFC COM & ED PROG-AFTER SCHOOL AIDES,764941.260202539,20.524,822
1742,Other,Other,,OFC COM & ED PROG-AFTER SCHOOL COOR (PT),529246.26782752,11.0,44
1743,Other,Other,,OFC COM & ED PROG-AFTER SCHOOL COORD,4627017.7060034005,89.0,178
1744,Other,Other,,OFC COM & ED PROG-CENTRAL ADMINISTRATION,798068.80812,9.0,18
1745,Other,Other,,OFFICE OF BILINGUAL EDUCATION,2648116.5949536003,26.5,28
1746,Other,Other,,OFFICE OF CAREER AND TECHNICAL EDUCATION,768832.3885632,9.334,10
1747,Other,Other,,OFFICE OF COMMUNICATIONS & PUBLIC INFO,493342.80776440003,6.0,6
1748,Other,Other,,OFFICE OF COMMUNITY & EDUCATION PROGRAMS,2800605.91266888,33.050000000000004,1320
1749,Other,Other,,OFFICE OF FEDERAL PROGRAM & GRANTS,1575583.2312562,22.5,24
1750,Other,Other,,OFFICE OF HUMAN RESOURCES,3460757.1082609,49.5,53
1751,Other,Other,,OFFICE OF SCHOOL INNOVATION,1120679.5357039,13.0,13
1752,Other,Other,,OFFICE OF STANDARDS AND CURRICULUM,1813169.2752728001,19.0,19
1753,Other,Other,,OFFICE OF THE CHANCELLOR,937627.2199821,9.0,10
1754,Other,Other,,OFFICE OF THE CHIEF FINANCIAL OFFICER,4060618.2370782,53.166,54
1755,Other,Other,,OFFICE OF THE CHIEF OF STAFF,666647.8608329,7.0,7
1756,Other,Other,,OFFICE OF YOUTH ENGAGEMENT,3590797.2298113,43.125,44
1757,Other,Other,,ONLINE SCHOOL,70713.4570687,0.989136181722,12
1758,Other,Other,,OPPORTUNITY SCHOOL,13728296.94160905,140.4795180243544,1547
1759,Other,Other,,OSE RESOLUTION,2013445.3838474,30.0,30
1760,Other,Other,,PARENT RESOURCE CENTER,261182.25456089998,3.0,3
1761,Other,Other,,PARTNERSHIPS,615083.2524956,7.0,7
1762,Other,Other,,PRINCIPAL EFFECTIVENESS DIVISION,339915.8004208,3.0,3
1763,Other,Other,,PRIVATE SCHOOLS,221483.83000000002,0.0,6
1764,Other,Other,,PROCUREMENT DIVISION,1871854.1886966,21.0,21
1765,Other,Other,,PROFESSIONAL DEVELOPMENT,3626604.81248657,38.692,40
1766,Other,Other,,PSYCHOLOGICAL SERVICES,519730.127113356,6.54372550685942,106
1767,Other,Other,,PUBLIC INFORMATION AND SERVICE,225538.88966042,3.2300362007450003,52
1768,Other,Other,,REALTY,156986.49334030002,2.0,2
1769,Other,Other,,RECRUITMENT & SELECTION DIVISION,956982.1878615,16.0,16
1770,Other,Other,,REGISTRAR,510475.670838015,9.1626811102696,102
1771,Other,Other,,RELATED SERVICES,21739691.5612078,237.0,237
1772,Other,Other,,SAFETY AND SECURITY,2586596.514383878,43.12226987371178,275
1773,Other,Other,,SCHOOL ATTORNEY,122838.18,0.0,1
1774,Other,Other,,SCHOOL CHOICE,-24838.269999999997,0.0,4
1775,Other,Other,,SCHOOL IMPROVEMENT-SECTION ,79487.96415849999,1.0,1
1776,Other,Other,,SCHOOL NURSE SERVICES,488412.507341628,8.3144035971894,136
1777,Other,Other,,SCHOOL OPERATIONS,1891236.8822857,20.0,20
1778,Other,Other,,SCHOOL PERFORMANCE/RESTRUCTURING,1014575.3033471,12.0,12
1779,Other,Other,,SCHOOL SUPPORT,10125614.147368468,279.484,617
1780,Other,Other,,SCHOOL/COMMUNITY PARTNERSHIPS,144725.639820671,1.9340486650611002,28
1781,Other,Other,,SECONDARY PATHWAYS,850390.7571171601,10.950254750582,153
1782,Other,Other,,SECURITY,2204560.9352754,42.0,42
1783,Other,Other,,SERVICE BUILDING,252843.88999999998,0.0,5
1784,Other,Other,,SOCIAL WORK SERVICES,466352.47220170003,5.9380357381088995,111
1785,Other,Other,,SOUTH METRO,8072.719999999999,0.0,2
1786,Other,Other,,SPECIAL EDUCATION,22949242.050206237,212.2119453833533,2809
1787,Other,Other,,SPECIAL EDUCATION - LEA,5106953.6251268005,64.0,64
1788,Other,Other,,STRATEGY OFFICE,120538.0817152,0.9484045958821,16
1789,Other,Other,,STUDENT DATA SYSTEMS,728752.6514610001,10.0,10
1790,Other,Other,,SUMMER SCHOOL - ELEMENTARY SCH,163322.3405249865,2.7117829203684565,122
